Survey Finding,Survey,Finding Category,Number,Penalty Amount,Description
3a49ef85-51e0-48d4-8c4e-443f049f1d34,ec7ddaa9-26d0-468a-bc6b-a96666c1b4e0,Financial,D938/W153,,"Part 9 - Resident Rights
9.2 The facility administrator shall ensure
implementation of the following:
(E) The facility reports any alleged
incident or occurrence to the individual(s) legally
authorized to receive the information within 24
hours and to the Department by the next
business day, consistent with 6 CCR 1011-1,
Chapter 2, Part 4.2.

This STANDARD is not met as evidenced by:
D 938
Based on record review and staff interview, the
facility failed to ensure that allegations of
mistreatment, abuse, neglect and exploitation
(MANE) involving one (#1) of three sample
individuals and one (#4) of one supplemental
sample individuals were reported timely to
administration.
"
a4ec044e-8c99-45ad-910f-51224544e397,11bf84fc-d7a4-49ab-ba1d-9c19313e6aa9,Person Centered Planning/Active Supports,CCL/RCOC,,Management of P&I Funds - Facility does not purchases items with agreed upon list
aede5574-1982-44fe-b74c-833fe4312c43,826f4472-533c-4dc7-814b-db2f64cac00e,Person Centered Planning/Active Supports,5171,,Tuberculosis Prevention and Control - lack of screening document for new employees
c120a807-3476-4bd0-96c3-98bca3d9cbd0,86ebf252-a032-4908-80c3-fe5faf216dd4,Person Centered Planning/Active Supports,5490,,Medication Containers - meds kept in original containers
5107b622-ffd9-4829-a1bb-e61cea5fa3a9,8935bce4-590d-409b-a5f9-ea7a8d9c43af,Person Centered Planning/Active Supports,5490,,Medication Containers - meds kept in original containers
45acba55-2280-41b4-8ad0-e859c773b293,681347b8-feaf-46a3-bd16-6472b527f166,Person Centered Planning/Active Supports,5655,,Resident Rights -Courteous Treatment - removing gait belts when not in use. 
cfb9c17d-7fcf-4abf-956e-e9bdead3e1e9,191f777b-1b0c-4e7b-97ea-51980ae17c84,Person Centered Planning/Active Supports,5765,,Resident Rights - Financial Affairs - PWS managing financial affairs 
e201b215-8c5d-49c4-bcb0-b2041c900952,7852a651-0c95-4d7f-b161-392b5397d231,Governing Body,§9.178. ,,"(m) The program provider must: (1) promptly, but not later than five calendar days after the program provider's receipt of a DFPS investigation report:  (B) notify the individual or LAR of: (y) A program provider must enter critical incident data in the DADS data system no later than 30 calendar days after the last day of the month being reported in accordance with the HCS Provider User Guide.  (ii) the process for requesting a copy of the investigative report from the program provider;"
fe564958-faac-4dba-ad6b-1cd80e682d04,7852a651-0c95-4d7f-b161-392b5397d231,Governing Body,§9.178. ,,"Certification Principles: Quality Assurance. (f) The program provider must establish an ongoing consumer/advocate advisory committee composed of individuals, LARs, community representatives, and family members that meets at least quarterly."
8127c7d8-ee5f-49b6-bde0-a530649ae374,7852a651-0c95-4d7f-b161-392b5397d231,Governing Body,§9.178. ,,"Certification Principles: Quality Assurance. (k)  If the program provider suspects an individual has been or is being abused, neglected, or exploited or is notified of an allegation of abuse, neglect, or exploitation, the program provider must take necessary actions to secure the safety of the individual, including: (3)  notifying, as soon as possible but no later than 24 hours after the program provider reports or is notified of an allegation, the individual, the individual's LAR, and the service coordinator of the allegation report and the actions that have been or will be taken."
2a248cb4-6705-455a-bc89-14569e8f74e7,7852a651-0c95-4d7f-b161-392b5397d231,Governing Body,§9.178. ,,"Certification Principles: Quality Assurance. (m)  The program provider must: (1)  promptly, but not later than five calendar days after the program provider's receipt of a DFPS investigation report:   (A)  notify the individual, the LAR, and the service coordinator of: (ii) the corrective action taken by the program provider in response to the DFPS investigation; "
49eef279-dae7-4623-9c44-16dc3258bcc1,7852a651-0c95-4d7f-b161-392b5397d231,Governing Body,§9.178. ,,"Certification Principles: Quality Assurance. (m)  The program provider must: (1)  promptly, but not later than five calendar days after the program provider's receipt of a DFPS investigation report:    (B)  notify the individual or LAR of: (I)  the process to appeal the investigation finding as described in Chapter 711, Subchapter M of this title (relating to Requesting an Appeal if You are the Reporter, Alleged Victim, Legal Guardian, or with Disability Rights Texas); "
d57fafda-caae-4ae2-898f-b8c292407157,7852a651-0c95-4d7f-b161-392b5397d231,Governing Body,§9.178. ,,"Certification Principles: Quality Assurance. (m)  The program provider must: (1)  promptly, but not later than five calendar days after the program provider's receipt of a DFPS investigation report: (A)  notify the individual, the LAR, and the service coordinator of: (I)  the investigation finding; "
682d3582-4f53-4dbf-bcc1-216ea30d4254,7852a651-0c95-4d7f-b161-392b5397d231,Governing Body,§9.178. ,,Certification Principles: Quality Assurance. (m)  The program provider must: (2)  report to DADS in accordance with DADS instructions the program provider's response to the DFPS investigation that involves a staff member or service provider within 14 calendar days after the program provider's receipt of the investigation report; 
900241f6-8457-4bf5-a560-781711b1654d,7852a651-0c95-4d7f-b161-392b5397d231,Governing Body,§9.178. ,,"Certification Principles: Quality Assurance. (k)  If the program provider suspects an individual has been or is being abused, neglected, or exploited or is notified of an allegation of abuse, neglect, or exploitation, the program provider must take necessary actions to secure the safety of the individual, including: (2)  if necessary, restricting access by the alleged perpetrator of the abuse, neglect, or exploitation to the individual or other individuals pending investigation of the allegation; "
16fb1cbf-9d39-49f3-887c-c3fcf6c8e80e,7852a651-0c95-4d7f-b161-392b5397d231,Governing Body,§9.178. ,,"(m) The program provider must: (1) promptly, but not later than five calendar days after the program provider's receipt of a DFPS investigation report:  (B) notify the individual or LAR of: (y) A program provider must enter critical incident data in the DADS data system no later than 30 calendar days after the last day of the month being reported in accordance with the HCS Provider User Guide.    (ii) the process for requesting a copy of the investigative report from the program provider; "
1b4db1e5-c3e7-4cce-b89c-7096891f2e0e,7852a651-0c95-4d7f-b161-392b5397d231,Governing Body,§9.178. ,,"Certification Principles: Quality Assurance. (f) The program provider must establish an ongoing consumer/advocate advisory committee composed of individuals, LARs, community representatives, and family members that meets at least quarterly."
7d8a816a-e9a5-4b7e-860d-22854da3c147,7852a651-0c95-4d7f-b161-392b5397d231,Governing Body,§9.178. ,,"Certification Principles: Quality Assurance. (k)  If the program provider suspects an individual has been or is being abused, neglected, or exploited or is notified of an allegation of abuse, neglect, or exploitation, the program provider must take necessary actions to secure the safety of the individual, including: (3)  notifying, as soon as possible but no later than 24 hours after the program provider reports or is notified of an allegation, the individual, the individual's LAR, and the service coordinator of the allegation report and the actions that have been or will be taken. "
fa3b0cec-6d69-4628-b33c-2998739d1653,7852a651-0c95-4d7f-b161-392b5397d231,Governing Body,§9.178. ,,"Certification Principles: Quality Assurance. (m)  The program provider must: (1)  promptly, but not later than five calendar days after the program provider's receipt of a DFPS investigation report:    (A)  notify the individual, the LAR, and the service coordinator of: (ii) the corrective action taken by the program provider in response to the DFPS investigation; "
1d7f61c2-89f1-4949-b95f-10b6cdc91945,7852a651-0c95-4d7f-b161-392b5397d231,Governing Body,§9.178. ,,"Certification Principles: Quality Assurance. (m)  The program provider must: (1)  promptly, but not later than five calendar days after the program provider's receipt of a DFPS investigation report:    (B)  notify the individual or LAR of:D565 (I)  the process to appeal the investigation finding as described in Chapter 711, Subchapter M of this title (relating to Requesting an Appeal if You are the Reporter, Alleged Victim, Legal Guardian, or with Disability Rights Texas); "
d50f876e-e8ae-4fe7-b1a5-d1e8189cb21d,7852a651-0c95-4d7f-b161-392b5397d231,Governing Body,§9.178. ,,"Certification Principles: Quality Assurance. (m)  The program provider must: (1)  promptly, but not later than five calendar days after the program provider's receipt of a DFPS investigation report: (A)  notify the individual, the LAR, and the service coordinator of: (I)  the investigation finding; "
210aeec2-2255-4241-929e-4deb05b43f34,7852a651-0c95-4d7f-b161-392b5397d231,Governing Body,§9.178. ,,Certification Principles: Quality Assurance. (m)  The program provider must: (2)  report to DADS in accordance with DADS instructions the program provider's response to the DFPS investigation that involves a staff member or service provider within 14 calendar days after the program provider's receipt of the investigation report; 
5fce4bd6-737e-46eb-b50e-0b6fc02df35e,7852a651-0c95-4d7f-b161-392b5397d231,Governing Body,§9.178. ,,"Certification Principles: Quality Assurance. (k)  If the program provider suspects an individual has been or is being abused, neglected, or exploited or is notified of an allegation of abuse, neglect, or exploitation, the program provider must take necessary actions to secure the safety of the individual, including: (2)  if necessary, restricting access by the alleged perpetrator of the abuse, neglect, or exploitation to the individual or other individuals pending investigation of the allegation;"
05e1a505-ea93-46cc-bbd1-9237d58369fe,34dc8437-b4a1-4983-9faf-1241bf535187,Governing Body,CCL/RCOC,,Management of P&I Funds - Facility does not purchases items with agreed upon list
36a01223-ffe6-4ad5-b201-e9e7b5e05768,941c9356-be42-4766-bac5-63b722ae6e27,Governing Body,CCL/RCOC,,Management of P&I Funds - Facility does not purchases items with agreed upon list
f87f0c11-946e-4faf-a2bd-8b45f220bf64,9be28143-032c-4475-bdc7-20f30b5a5068,Medical / Health,CCL/RCOC,,Management of P&I Funds - Facility does not purchases items with agreed upon list
f1bb434f-a938-469f-ae20-2365fe8e7341,ce97ef23-d74f-4d12-92b9-d5fa6518696d,Safety / Facilities,116.70e),,"1 medication had been discontinued and not given for multiple months, but was being counted still."
3619b224-0a6c-4dd5-bf73-c658bcdd7c7b,ce97ef23-d74f-4d12-92b9-d5fa6518696d,Safety / Facilities,116.40b),,Nursing assessments do not evaluate the mental status for individuals supported
e3a4d867-59a3-4be6-94e7-81774255a59e,ce97ef23-d74f-4d12-92b9-d5fa6518696d,Safety / Facilities,116.40m),,"Med Retraining documentation was missing for employees in 2019, no documentation of an employees 8-0hour med class or test"
562164de-8eed-417c-8362-5f1a49676b8c,ce97ef23-d74f-4d12-92b9-d5fa6518696d,Safety / Facilities,116.40h),,2 Employees were missing reauthorizations for 2019
d13786fd-3730-49bb-8c51-698f92fbcfce,ce97ef23-d74f-4d12-92b9-d5fa6518696d,Safety / Facilities,116.80b),,The key to the medication closet was stored in an unlocked cabinet
fe8e9cc0-ca86-470f-8dfb-4576f8427d16,ce97ef23-d74f-4d12-92b9-d5fa6518696d,Safety / Facilities,116.70c),,Med errors were either not reported or entered into Therap within 8 hours
d98c9316-99ac-4b03-9a9a-1afcd501789d,ce97ef23-d74f-4d12-92b9-d5fa6518696d,Safety / Facilities,116.80f),,"The DSP on duty, interviewed by DHS, was unaware of the protocol for disposing of medications"
a4d93c92-fce2-4a2c-bfff-1b0a2987d799,ce97ef23-d74f-4d12-92b9-d5fa6518696d,Safety / Facilities,116.70c),,RN review within 7 days was not occurring
e52ddb6b-50fd-45d6-a6e0-66062444a000,b2b51ee7-2513-425c-8c04-b69641f39014,Safety / Facilities,30-63-23,,record review lacks evidence of signed informed consent and HRC review until after the file review was completed
0b39f51b-ec94-4c4f-858e-afcd0d98f9a0,b2b51ee7-2513-425c-8c04-b69641f39014,Safety / Facilities,30-63-22,,Individual Rights and Responsibilities - record review lacks evidence of annual training
e880ba89-93f0-410f-b7c0-c3d8a1d8f484,b2b51ee7-2513-425c-8c04-b69641f39014,Safety / Facilities,30-63-27,,Emergency preparedness - record review acks evidence of annual training
68d82492-1d1d-4395-be9e-f46f671bd3a8,36fae64a-255d-45db-9853-6adc47c0994e,Safety / Facilities,30-63-25,,"Site visit found that Staff A served Consumer 9 food that was not cut into bite sized pieces as is
outlined in his health assessment and meal protocols. Verified in interview with Patty Powers,
Day Services Program Manager."
4e8198bb-9483-4576-9b1d-796e019f1a1b,36fae64a-255d-45db-9853-6adc47c0994e,Safety / Facilities,30-63-23,,"Record review lacks evidence of HRC Review for the following:
Gardner 2: Locked fridge and pantry for Consumer 16
 Staff taking control of wheelchair for Consumer 9
Olathe 1: Locked fridge and pantry for Consumers 17-24
Olathe 2: Locked fridge and pantry for Consumers 25-32"
145cab06-32b8-41cd-a422-578278a00ea7,36fae64a-255d-45db-9853-6adc47c0994e,Safety / Facilities,30-63-29,,"Record review during site visit revealed lack of Person-Centered Support Plans in the home for
the following consumers: Gardner 1: Consumers 1-8
Gardner 2: Consumers 9-16
Olathe 1: Consumers 17-24
Olathe 2: Consumers 25-32"
c310d750-f661-4d73-9047-2d9b79a6ffea,36fae64a-255d-45db-9853-6adc47c0994e,Safety / Facilities,30-63-30,,"Site visits found the following deficiencies:
Gardner 1: large rut by driveway next to van entry/exit causing a potential tripping hazard,
bathroom shower floor lip is peeling up causing a potential tripping hazard, dead bugs in the
kitchen light, rusty vents throughout home, holes in living room and hallway walls.
Olathe 1: location appeared to be dirty and cluttered. Storage room had clumps of dirt and used
face masks on the floor. Olathe 2: Worn and/or ripped furniture in living room, closet door where cleaning supplies are
kept is broken or missing, toilet is not sitting flat on floor and appears broken"
2778e199-e742-4f87-a75f-ae08c9ffa786,875df36f-add6-40cc-a903-12e24b8b7e72,Safety / Facilities,05.06.03,,"COMMENTS: Provider has a Criminal and Employment Background Check policy, last reviewed 2/22/2021. The policy outlines the process for pre-hire screening including the need for criminal background checks, verification of past employment, education, and verification of professional licenses/certifications. However, the policy does not reference the following checks will occur at the time of hire: Recipient Rights, TB, OIG Exclusion List, SAM, Michigan Sanction Provider list, or driving record. Auditor did observe most of these checks are occurring for all staff. However, auditor was unable to observe any pre-hire OIG checks occurring for staff hired within the last year. Provider stated the staff overseeing that process is no longer with the company and there is no way to access the files on
that person's computer system. Provider received a citation in this area during the last annual audit; therefore this will be scored as a repeat citation. RECOMMENDATIONS: This area is a first year repeat citation which means this area has been cited in the last two audit reports. Provider is to ensure OIG checks are being completed prior to hire for all staff, and monthly thereafter. Provider is also to ensure to update their Criminal and Employment Background Check policy to include the need for Recipient Rights, TB, OIG Exclusion List, SAM, Michigan Sanction Provider list, and driving record checks prior to hire."
